"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000017667",13.1981615398014,-2.18315731510686,0.825590074652483,12.4450580015792,0.00600416791828114,0.00708138960638866
"ENSMUSG00000027670",38.9669736461579,2.81732667823258,1.1595451057312,190.077368297002,5.8734900931043e-41,2.0585982769646e-40
"ENSMUSG00000018459",111.583647511692,-2.37853841641049,0.271703605357713,84.5593895931267,3.22649245490297e-18,6.93178332694286e-18
"ENSMUSG00000039725",208.496119642653,0.333820080841259,0.187011668773268,25.4660942110951,1.23360457241481e-05,1.68356909986384e-05
"ENSMUSG00000039671",3103.34980003623,0.0657166328509077,0.0648312898127439,242.729620063999,2.44462606899392e-52,1.00308165996104e-51
"ENSMUSG00000087351",13.0388389909393,-0.0457882249351066,0.762412395822776,9.41693640235081,0.0242316354456166,0.0273701425710703
"ENSMUSG00000027678",5547.20612240892,0.0622140018166722,0.0578662739349544,279.469269672536,2.75849367598414e-60,1.25983283385665e-59
"ENSMUSG00000006800",2321.97911110665,-2.33018341236887,0.0767903650896974,1144.21039246886,9.32056575346816e-248,1.46819427585763e-246
"ENSMUSG00000085129",56.750669107294,-0.594071953902106,0.316669172911691,78.087694136129,7.89155443928801e-17,1.63483765497442e-16
"ENSMUSG00000039621",5790.23781991984,-0.387601702004694,0.0620379119180065,198.040106995736,1.11848559433035e-42,4.02378486003991e-42
"ENSMUSG00000042854",41.1763082926381,-0.22937594482333,0.398780220013488,1.18053797016041,0.757675794489653,0.766923211638695
"ENSMUSG00000074582",1560.60519489516,0.192682074202184,0.0811798843564902,41.2735542642134,5.72139184192699e-09,9.10637900819162e-09
"ENSMUSG00000002718",1487.83129415057,-0.302815063301869,0.0884774533170052,330.892870855612,2.04463788690672e-71,1.06244814347439e-70
"ENSMUSG00000039536",2151.3759399671,-0.280149729112777,0.0731517395302743,649.054016520415,2.33592635190057e-140,2.10451839603243e-139
"ENSMUSG00000017999",725.908671045525,0.509652290135817,0.108839027760441,152.399570306616,8.00032989976975e-33,2.4223436009385e-32
